# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
The ^ati++++=The
Cartographer ^np+nom++??+=Cartographer
of ^in++++=of
Lost ^xvbn+++xvbn+=Lost
Roads ^nns++++=Roads
Every ^at++++=Every
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
before ^cs+sub+++=before
the ^ati++++=the
bells ^nns++++=bells
of ^in++++=of
Saint ^nn++++=Saint
Orra ^np+++??+=Orra
announced ^vbd+vpub++xvbn+=announced
the ^ati++++=the
hour ^nn++++=hour,
, ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
Vale ^npl++++=Vale
opened ^vbd+++xvbn+=opened
his ^pp$+pp3+++=his
shop ^nn++++=shop
and ^cc++++=and
drew ^vbd+++xvbn+=drew
a ^at++++=a
road ^npl++++=road
that ^tht+rel+obj++=that
no ^at++++=no
longer ^rbr++++=longer
existed ^vbd+++xvbn+=existed.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
worked ^vbd+++xvbnx+=worked
by ^in++++=by
the ^ati++++=the
blue ^jj++++=blue
light ^jj++++=light
before ^in++++=before
dawn ^nn++++=dawn,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
city ^nn++++=city
was ^vbd+bedz+vrb++=was
quiet ^nn++++=quiet
enough ^qlp++++=enough
for ^in++++=for
memory ^nn++++=memory
to ^to++++=to
speak ^vbi++++=speak.
. ^zz++++=EXTRAWORD
With ^in++++=With
a ^at++++=a
goose ^nn++++=goose-feather
- ^zz++++=EXTRAWORD
feather ^nn++++=EXTRAWORD
pen ^nn++++=pen,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
marked ^vbd+++xvbnx+=marked
the ^ati++++=the
road ^nn++++=road
in ^in++++=in
brown ^jj+atrb+++=brown
ink ^nn++++=ink:
: ^zz++++=EXTRAWORD
a ^at++++=a
narrow ^jj+atrb+++=narrow
lane ^nn++++=lane
leaving ^vwbg+++xvbg+=leaving
the ^ati++++=the
northern ^jj+atrb+++=northern
gate ^nn++++=gate,
, ^zz++++=EXTRAWORD
passing ^vbg+++xvbg+=passing
an ^at++++=an
abandoned ^jj+++xvbn+=abandoned
mill ^npl++++=mill,
, ^zz++++=EXTRAWORD
crossing ^vbg+++xvbg+=crossing
a ^at++++=a
river ^nn++++=river
at ^rb++++=at
a ^at++++=a
stone ^nn++++=stone
bridge ^npl++++=bridge,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
disappearing ^jj+++xvbg+=disappearing
into ^in++++=into
the ^ati++++=the
hills ^nns++++=hills.
. ^zz++++=EXTRAWORD
By ^in++++=By
sunrise ^nn++++=sunrise,
, ^zz++++=EXTRAWORD
the ^ati++++=the
ink ^nn++++=ink
would ^md+prd+++=would
fade ^vb++++=fade.
. ^zz++++=EXTRAWORD
By ^in++++=By
breakfast ^nn++++=breakfast,
, ^zz++++=EXTRAWORD
the ^ati++++=the
parchment ^nn+nom+++=parchment
would ^md+prd+++=would
be ^vb+be+vrb++=be
blank ^jj+pred+++=blank
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
had ^vbd+hvd+aux++=had
drawn ^vprf+++xvbnx+=drawn
the ^ati++++=the
road ^nn++++=road
every ^at++++=every
day ^nn++++=day
for ^in++++=for
seventeen ^cd++++=seventeen
years ^nns++++=years.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
shop ^nn++++=shop
stood ^vbd+++xvbn+=stood
on ^in++++=on
a ^at++++=a
crooked ^nn++++=crooked
street ^npl++++=street
between ^in++++=between
a ^at++++=a
locksmith ^nn+++??+=locksmith
and ^cc++++=and
a ^at++++=a
baker ^nn++++=baker.
. ^zz++++=EXTRAWORD
Above ^in+pl+++=Above
the ^ati++++=the
door ^nn++++=door
hung ^vbd+++xvbn+=hung
a ^at++++=a
wooden ^nn++++=wooden
sign ^vb++++=sign
painted ^vbd+++xvbn+=painted
with ^in++++=with
a ^at++++=a
compass ^nn++++=compass
rose ^vbd+++xvbn+=rose
